fold_id,feature_map_name,feature_map_reps,ansatz_reps,entanglement,element test,actual test,predicted test,element train,actual train,predicted train,R2 train
12,Pauli,1,1,linear,['Pr'],[1.65],[11.80214036],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   0.25  5.2   6.17  7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[16.10734088 20.68223329 18.04181798 29.03491468 19.80194327  7.41457191 23.71704311 34.58958857 36.88044125  9.08279612  7.37305589  6.6753208   7.62639737  9.00758446 12.20615831 15.34651182 19.50700342 19.86408415 21.42185851 20.54326765],0.6952461696575084
12,Pauli,1,1,full,['Pr'],[1.65],[14.01022895],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   0.25  5.2   6.17  7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[22.01283247 20.20302522 19.66336555 28.53793277 25.3843731  11.73321672 19.41793896 30.55214969 33.73351903 11.30004056 11.26606892 12.22960866 13.16166272 13.55660858 14.67193419 15.01353514 15.40513508 27.61070832 16.0585598  20.94557913],0.633604829171348
12,Pauli,1,1,circular,['Pr'],[1.65],[14.00673883],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   0.25  5.2   6.17  7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[22.01424672 20.2025244  19.65748108 28.5337583  25.38777863 11.73404312 19.42649538 30.5499827  33.73104403 11.29851606 11.26675948 12.23169077 13.16434593 13.55960058 14.67558094 15.01739847 15.40899707 27.61669052 16.06444042 20.95234582],0.6336046286787056
12,Pauli,1,2,linear,['Pr'],[1.65],[15.52113632],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   0.25  5.2   6.17  7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[21.1540086  18.74485117 18.51493617 26.20162456 19.90305028  8.77961943 20.2569281  31.32973176 34.02582443  8.44554693  5.65480105  4.14400184  6.23934786  7.08056461  9.47243922 11.11348054 14.0449315  27.49057561 24.23090082 16.76591257],0.8010158540468723
12,Pauli,1,2,full,['Pr'],[1.65],[9.74317751],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   0.25  5.2   6.17  7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[25.95806931 18.24962653 21.80974346 28.96543806 20.62677152 11.12485119 15.41083648 31.35291994 30.45034893  8.21523816  7.69118095  9.40816982 11.3122321  11.48912061 11.54396785 10.41262887  8.32588646 35.09696506 22.22856667 22.9355416 ],0.7942277034108304
12,Pauli,1,2,circular,['Pr'],[1.65],[9.73556187],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   0.25  5.2   6.17  7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[25.94253194 18.25488314 21.81906572 28.98042813 20.63971466 11.13597574 15.39754935 31.31326469 30.43294125  8.2090591   7.69592416  9.41140541 11.31265517 11.48660307 11.53472969 10.39844605  8.31045957 35.10171785 22.24506247 22.97028971],0.7942282755970848
12,Pauli,1,3,linear,['Pr'],[1.65],[16.29962759],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   0.25  5.2   6.17  7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[23.41695947 18.02949663 21.84921267 32.53045376 24.7120099   7.51636405 21.98192845 31.5728586  36.57229645  9.03924428  4.53600807  5.01499958  7.51146939  8.61543641 10.39612349 10.97864413 11.94141504 31.86555209 32.08648218 23.29937007],0.9267035845239852
12,Pauli,1,3,full,['Pr'],[1.65],[6.54338978],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   0.25  5.2   6.17  7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[25.79626446 17.77969044 24.29415448 31.30096539 23.9779797  11.50479466 15.66991798 33.95463716 31.06255747  5.35927738  7.98132509  9.14377324 11.04626151 11.28876628 11.45262319 10.79889198  9.80694824 34.2315518  22.774446   23.24574102],0.8331894904074322
12,Pauli,1,3,circular,['Pr'],[1.65],[9.02227365],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   0.25  5.2   6.17  7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[26.54670269 17.04670789 21.38635211 31.62977846 21.26434811 12.83684144 16.02132575 31.40375203 30.58772305  5.86256965  8.07667436  7.98157244 11.18782358 11.63277636 12.59361931 11.8924897  10.73914473 32.14441254 23.6459777  24.45350865],0.8220494107160837
12,Pauli,1,4,linear,['Pr'],[1.65],[15.22610127],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   0.25  5.2   6.17  7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[22.67590277 19.1535146  21.41080456 31.72548592 24.48998063  7.76129744 21.90066309 31.38715519 36.21730697  8.20715252  4.62298358  5.01844421  7.34122651  8.23957318  9.74296113 10.17253675 11.25233887 32.11667223 32.34160772 22.08508051],0.9292414508496544
