fold_id,feature_map_name,feature_map_reps,ansatz_reps,entanglement,element test,actual test,predicted test,element train,actual train,predicted train,R2 train
20,Pauli,1,1,linear,['Zr'],[22.18],[25.75205273],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Tc' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 36.19 40.5   1.65  0.25  5.2   6.17  7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[21.8850397  26.80129119 15.92628544 24.19010794 19.1986718   5.74182403 27.64506744 32.34690868 17.09563506 11.89435277  3.46636104  3.69360874  6.33297602  8.23219044 11.99653399 14.70236298 18.83120175 29.72470591 23.50700091 18.69757058],0.6269402862610929
20,Pauli,1,1,full,['Zr'],[22.18],[20.11643223],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Tc' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 36.19 40.5   1.65  0.25  5.2   6.17  7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[21.62605756 19.91749457 19.05843488 28.81834311 24.68384919 11.56817287 31.16709788 34.07994725 13.29293718 10.89164479 11.07767537 12.12568743 13.12601306 13.60214391 14.86598172 15.33301181 15.86895342 27.59926628 15.43293374 21.25944367],0.6223331639942349
20,Pauli,1,1,circular,['Zr'],[22.18],[20.06445857],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Tc' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 36.19 40.5   1.65  0.25  5.2   6.17  7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[21.6068721  19.94996928 19.1765812  28.87161377 24.67558497 11.55959751 31.15932189 34.02500646 13.33552501 10.90800065 11.0735715  12.12223297 13.11819532 13.59146615 14.84693658 15.3077272  15.83905777 27.56067857 15.42229745 21.22341174],0.622318421227029
20,Pauli,1,2,linear,['Zr'],[22.18],[21.12735181],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Tc' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 36.19 40.5   1.65  0.25  5.2   6.17  7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[18.20924882 19.37838868 18.73473925 26.99830737 17.94079035  8.36554336 30.77263858 35.9893135   9.99832474  9.06982762  7.08043345  7.61811049  8.03480707  8.48700954  9.90394813 10.9675206  12.85153584 30.03692634 21.47018625 22.41905875],0.7897997699928776
20,Pauli,1,2,full,['Zr'],[22.18],[14.7802675],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Tc' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 36.19 40.5   1.65  0.25  5.2   6.17  7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[26.3828017  18.69841783 20.96568506 28.24117929 20.70876566 11.53048296 31.77031835 29.5922997   6.57519389  6.29845163  8.07571042  9.55877708 10.98888495 10.67407353 10.09333219  8.57417779  6.58542006 34.01509915 22.23752147 24.14194851],0.8130747030762027
20,Pauli,1,2,circular,['Zr'],[22.18],[14.77667888],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Tc' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 36.19 40.5   1.65  0.25  5.2   6.17  7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[26.38739298 18.68927905 20.96221869 28.23779627 20.70452019 11.5292831  31.76693104 29.59358625  6.58916982  6.30204313  8.07281209  9.55518482 10.98673042 10.67426649 10.0968709   8.58004304  6.59208581 34.01646536 22.2405348  24.12942958],0.8130742847644369
20,Pauli,1,3,linear,['Zr'],[22.18],[20.01350974],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Tc' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 36.19 40.5   1.65  0.25  5.2   6.17  7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[21.23834352 20.18220877 18.91247832 28.65099272 24.14843926  5.70469259 29.46224178 34.77291044  7.65798284  7.00345808  5.45153376  5.72953752  5.78641653  7.05536272  9.29117167 11.90082276 14.84362323 27.80766662 22.04293452 24.29426137],0.8044059257048032
20,Pauli,1,3,full,['Zr'],[22.18],[13.7065209],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Tc' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 36.19 40.5   1.65  0.25  5.2   6.17  7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[26.58176307 17.80164448 24.32385237 30.78815336 24.08678169 12.14704516 33.36536588 31.20071989  5.31714524  4.59636424  8.3686119   9.00858965 10.67235343 10.67425886 10.35326615  9.49655939  8.5759576  34.03526275 22.94762176 22.70537557],0.856968681574422
20,Pauli,1,3,circular,['Zr'],[22.18],[12.83668505],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Tc' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 36.19 40.5   1.65  0.25  5.2   6.17  7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[26.72121802 17.38455406 23.91353506 32.60375073 23.20229508 12.45889113 30.48766952 30.30366419  6.85168017  3.84603407  7.935186    8.09687422 11.0355306  11.30643256 11.79902213 10.79376717  9.49371047 31.70488822 22.95465245 24.24071707],0.8424864047106202
20,Pauli,1,4,linear,['Zr'],[22.18],[21.36353887],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Tc' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 36.19 40.5   1.65  0.25  5.2   6.17  7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[23.64052798 18.26702996 20.49762829 29.60026094 24.37354531  7.24595744 31.80701478 36.63960447 10.54250171  6.63152792  4.87703395  5.3607889   6.92776933  7.89524966  9.71393773 10.91001    13.05520924 30.97341666 31.09627937 23.83657182],0.9006423107714444
