fold_id,feature_map_name,feature_map_reps,ansatz_reps,entanglement,element test,actual test,predicted test,element train,actual train,predicted train,R2 train
6,Pauli,1,1,linear,['Gd'],[5.2],[7.30772481],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Pr' 'Nd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   1.65  0.25  6.17  7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[17.43769284 20.00182484 17.36794305 27.25573425 20.31702557  7.31562298 23.89251147 35.01010519 36.91177355 10.16312035  8.34416983  7.08108336  8.1914839   9.76516943 13.20680328 16.47461678 20.57646389 21.38423229 21.25352789 21.77788022],0.6807003298474594
6,Pauli,1,1,full,['Gd'],[5.2],[12.34729584],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Pr' 'Nd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   1.65  0.25  6.17  7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[21.02259677 19.99460761 18.87682609 28.74330985 24.83230557 12.76873836 20.69862571 31.43118032 34.50103574 13.11466496 11.67056847 13.11948488 13.83475371 14.02744238 15.06064155 15.36777552 15.82682642 28.69717207 16.33932139 22.21476285],0.6158912953128143
6,Pauli,1,1,circular,['Gd'],[5.2],[12.34494703],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Pr' 'Nd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   1.65  0.25  6.17  7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[21.01851949 20.00522539 18.91777132 28.75679896 24.83420082 12.76429378 20.68394436 31.430518   34.48051408 13.12882372 11.67475761 13.11941846 13.83407958 14.02659253 15.05818117 15.36357483 15.82095607 28.69051146 16.33947572 22.21203489],0.6158898466959618
6,Pauli,1,2,linear,['Gd'],[5.2],[7.15663652],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Pr' 'Nd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   1.65  0.25  6.17  7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[20.1574318  18.38099428 15.6390559  24.7822723  20.90242076  8.624843   20.24337241 33.64464365 33.39805407  7.29213407  6.00815034  6.15114746  6.29166049  6.72220068  8.36812781 10.15543931 12.74407283 27.04083116 22.40597476 21.41108223],0.7816664459518583
6,Pauli,1,2,full,['Gd'],[5.2],[8.53453677],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Pr' 'Nd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   1.65  0.25  6.17  7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[25.59796053 18.92019234 20.80569998 27.96592915 20.67496057 11.94636798 15.89051364 32.14180424 29.61349988  6.13408805  6.20697804 10.17459057 11.68411647 11.37204817 10.80315484  9.25204838  7.19906238 34.62117838 22.39220392 24.21048458],0.7929967578874078
6,Pauli,1,2,circular,['Gd'],[5.2],[8.53510742],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Pr' 'Nd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   1.65  0.25  6.17  7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[25.57751256 18.92312718 20.79573081 27.97787249 20.6808929  11.94138685 15.89548172 32.13353027 29.63055064  6.13173104  6.21243827 10.17554176 11.6825333  11.36991273 10.80084608  9.25141304  7.20172294 34.62865194 22.37347841 24.22072028],0.7929960608025592
6,Pauli,1,3,linear,['Gd'],[5.2],[4.90254065],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Pr' 'Nd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   1.65  0.25  6.17  7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[23.39436753 18.54588395 20.75596218 30.5023066  25.08636905  7.12997405 21.53426924 31.78996284 36.1643826  10.79703201  6.88500054  5.64994435  7.25569159  8.34968142 10.21085309 11.46418394 13.39255926 30.74469389 30.90143854 24.93221129],0.8899532011695659
6,Pauli,1,3,full,['Gd'],[5.2],[8.74345865],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Pr' 'Nd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   1.65  0.25  6.17  7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[25.6306545  17.85114183 23.94600997 30.67537823 24.35302633 12.36942524 15.9797978  33.89187704 30.75568253  4.61070051  4.47828081  9.57373209 11.25443384 11.21427144 11.10390212 10.32482337  9.58570179 33.94695252 23.05082579 23.27195051],0.8375000046511636
6,Pauli,1,3,circular,['Gd'],[5.2],[8.74045209],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Pr' 'Nd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   1.65  0.25  6.17  7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[25.63593903 17.84846744 23.94270654 30.6674962  24.34766191 12.36787107 15.98663981 33.89307961 30.74473117  4.60131992  4.47253511  9.56852013 11.25003181 11.20999793 11.10237375 10.32510287  9.58904005 33.94841684 23.0498763  23.26664316],0.8374997229556096
6,Pauli,1,4,linear,['Gd'],[5.2],[4.752532],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Pr' 'Nd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   1.65  0.25  6.17  7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[23.5968511  18.67925714 20.52090735 29.7234512  24.33402592  7.20281889 21.59724964 31.72124569 36.57702158 10.62954671  6.59700512  5.25316622  6.90314682  7.88567108  9.74127177 10.94354801 13.15795777 31.12009306 31.18882226 23.76260772],0.8957648649717947
