fold_id,feature_map_name,feature_map_reps,ansatz_reps,entanglement,element test,actual test,predicted test,element train,actual train,predicted train,R2 train
51,Pauli,1,1,linear,['Re'],[35.35],[16.37764114],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   1.65  0.25  5.2   6.17  7.06  7.82  8.45  8.96  9.75 38.54 22.09],[15.43463289 21.35366207 17.54763222 28.88334078 19.13350971  4.85983268 22.71064927 33.85730803 36.74097764 12.18641827  7.33741622  4.6394012   4.63826308  6.1811236   8.11428987 11.69770798 15.26796555 19.88167085 23.72038923 19.48576856],0.750508055726408
51,Pauli,1,1,full,['Re'],[35.35],[18.87569908],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   1.65  0.25  5.2   6.17  7.06  7.82  8.45  8.96  9.75 38.54 22.09],[21.11552774 18.71355799 21.11997922 31.50737283 18.66404098  9.79997473 19.51848445 31.03665053 32.41336287 11.95059715  8.93897221  8.58235287  9.43697582 10.55222145 11.33743221 12.8083487  13.68988984 15.14525097 11.2784445  18.45027417],0.6173317257737401
51,Pauli,1,1,circular,['Re'],[35.35],[18.87322183],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   1.65  0.25  5.2   6.17  7.06  7.82  8.45  8.96  9.75 38.54 22.09],[21.11553541 18.71385474 21.12293741 31.50873551 18.66199614  9.80055951 19.51785251 31.03821796 32.41387657 11.95103995  8.93986922  8.58288891  9.43704822 10.55204007 11.33702985 12.80791072 13.68946385 15.14515209 11.27763787 18.45230662],0.6173317257073025
51,Pauli,1,2,linear,['Re'],[35.35],[27.6763676],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   1.65  0.25  5.2   6.17  7.06  7.82  8.45  8.96  9.75 38.54 22.09],[17.24625877 19.88448522 18.1145996  27.40359558 17.78959136  9.04157256 20.95910699 31.21776223 35.42143132 10.07296748  8.9403186   7.66197454  8.26724029  8.6013188   8.86727031  9.90781585 10.69750115 12.37016652 22.39496653 21.38811238],0.7828123795906508
51,Pauli,1,2,full,['Re'],[35.35],[34.68514453],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   1.65  0.25  5.2   6.17  7.06  7.82  8.45  8.96  9.75 38.54 22.09],[25.81349003 18.73569939 20.8821492  27.98542327 20.54103983 11.53279548 15.78138312 32.23750654 29.57487026  6.2639176   6.18660673  8.15149002  9.80100496 11.35826607 11.14464989 10.71449616  9.28250521  7.29446361 22.06403583 24.17701043],0.78136419377731
51,Pauli,1,2,circular,['Re'],[35.35],[34.71151067],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   1.65  0.25  5.2   6.17  7.06  7.82  8.45  8.96  9.75 38.54 22.09],[25.77570882 18.74174113 20.86920139 28.0062338  20.56670219 11.55952042 15.80316897 32.19343109 29.55274966  6.25178143  6.17946746  8.17211985  9.83033045 11.38806703 11.17247099 10.7363512   9.29832806  7.3055502  22.09405315 24.19796341],0.7813703098040146
51,Pauli,1,3,linear,['Re'],[35.35],[16.21171269],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   1.65  0.25  5.2   6.17  7.06  7.82  8.45  8.96  9.75 38.54 22.09],[19.07747284 22.28346841 18.77742173 27.84548411 23.64537153  7.68196607 19.5968812  30.11839314 34.66526774  7.10026946  6.78144338  7.46626229  7.29091693  6.59771088  7.0097607   8.51946971 10.94971991 15.60165031 27.71059624 20.11387464],0.8405169037509514
51,Pauli,1,3,full,['Re'],[35.35],[29.19911089],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   1.65  0.25  5.2   6.17  7.06  7.82  8.45  8.96  9.75 38.54 22.09],[25.17803975 18.13398818 22.46035846 30.69021315 21.21076196 13.52772794 15.87635253 33.54069472 30.14298069  5.09555892  2.98640641  8.79272548  8.43254647 11.51763715 11.56495242 12.16298231 11.20690139 10.35975151 23.48161149 26.40554217],0.8202430479565557
51,Pauli,1,3,circular,['Re'],[35.35],[33.66542322],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   1.65  0.25  5.2   6.17  7.06  7.82  8.45  8.96  9.75 38.54 22.09],[25.91081468 17.74208624 24.26141661 30.64058615 24.22134932 11.90021087 16.02033774 34.07441268 30.61867058  4.72606919  4.42979996  8.31366856  9.21600005 10.95130774 11.00710054 11.02132214 10.32587767  9.59178    22.76853598 23.28940437],0.8279803796800348
51,Pauli,1,4,linear,['Re'],[35.35],[23.2089896],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   1.65  0.25  5.2   6.17  7.06  7.82  8.45  8.96  9.75 38.54 22.09],[22.13426133 18.45326037 19.20401222 29.96317352 24.57066095  7.88304116 20.21339541 32.13023503 36.84839621  9.94976418  6.74751495  6.39309227  6.54680532  6.9935863   7.55392926  8.66775916  9.90979787 12.40252322 32.78507332 22.88437598],0.9076564235997744
