fold_id,feature_map_name,feature_map_reps,ansatz_reps,entanglement,element test,actual test,predicted test,element train,actual train,predicted train,R2 train
32,Pauli,1,1,linear,['Tb'],[6.17],[8.02565165],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Pr' 'Nd' 'Gd' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   1.65  0.25  5.2   7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[16.90412868 19.66289722 17.98138836 27.79795971 19.73438147  6.59986702 22.2009884  32.71838351 36.24558695  9.71732089  7.04652592  6.39774878  9.64288271 11.38585001 14.31474186 16.81109644 19.38750574 22.90934461 19.58366121 20.03466272],0.681190357521114
32,Pauli,1,1,full,['Tb'],[6.17],[12.93146037],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Pr' 'Nd' 'Gd' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   1.65  0.25  5.2   7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[21.13311768 20.09186347 18.88864777 28.92791855 24.7447572  12.44479973 20.71170171 31.25705964 34.18153935 13.1341991  11.40120892 11.99080161 13.7476041  14.01557595 15.09002196 15.4106418  15.86915424 28.34569792 16.22025267 21.99485975],0.618346318059497
32,Pauli,1,1,circular,['Tb'],[6.17],[12.93240652],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Pr' 'Nd' 'Gd' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   1.65  0.25  5.2   7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[21.13436556 20.09146017 18.88844735 28.92499345 24.74694231 12.44591346 20.712782   31.25725348 34.18195333 13.13346376 11.4017873  11.99208255 13.74832658 14.01620055 15.09080658 15.41154447 15.87010128 28.34852538 16.22211694 21.99888723],0.6183463285897502
32,Pauli,1,2,linear,['Tb'],[6.17],[7.75136267],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Pr' 'Nd' 'Gd' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   1.65  0.25  5.2   7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[18.10251961 19.52323568 18.92444497 26.96994829 17.92544317  8.52054818 21.38327692 30.72076361 35.97975523  9.99476661  9.13171144  7.23914715  8.14918083  8.55750713  9.96376784 11.01211617 12.96768295 30.00159184 21.60811993 22.27523716],0.7818381749649068
32,Pauli,1,2,full,['Tb'],[6.17],[10.49752523],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Pr' 'Nd' 'Gd' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   1.65  0.25  5.2   7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[25.61672108 19.0146111  20.7565275  28.21793665 20.98890284 11.94771595 16.02610219 32.28772034 29.4896678   6.09651662  6.19885667  8.61019235 12.01639029 11.69457401 11.08079829  9.46521634  7.2899739  34.68095196 22.47189183 23.9415585 ],0.7963388106058609
32,Pauli,1,2,circular,['Tb'],[6.17],[10.49015491],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Pr' 'Nd' 'Gd' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   1.65  0.25  5.2   7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[25.60602023 19.0180185  20.76474289 28.18671716 20.96441578 11.96381404 16.02458929 32.29146937 29.49535795  6.07507618  6.18941408  8.62181073 12.0054905  11.67862902 11.06152648  9.44475148  7.27697842 34.66589261 22.47442028 23.96799964],0.796337676438623
32,Pauli,1,3,linear,['Tb'],[6.17],[5.60078631],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Pr' 'Nd' 'Gd' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   1.65  0.25  5.2   7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[23.39969246 18.54584061 20.76213668 30.50361883 25.05625741  7.09615959 21.54676375 31.77114488 36.16498405 10.80681129  6.88386895  4.87126216  7.2076242   8.30772492 10.18288005 11.4508564  13.39551066 30.75910103 30.89396789 24.94825332],0.8908467490918696
32,Pauli,1,3,full,['Tb'],[6.17],[9.73700569],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Pr' 'Nd' 'Gd' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   1.65  0.25  5.2   7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[25.61203614 17.99089005 23.90611447 30.95550376 24.36627062 12.21721246 16.09247318 33.97322445 30.79215314  4.75948386  4.51049924  8.60953482 11.51313362 11.53769758 11.40065663 10.54628974  9.57996978 34.07575414 23.06330586 23.00295809],0.8387655255846719
32,Pauli,1,3,circular,['Tb'],[6.17],[9.73216165],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Pr' 'Nd' 'Gd' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   1.65  0.25  5.2   7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[25.61734514 17.98991653 23.88981393 30.9609649  24.38279294 12.21111892 16.08849222 33.96307283 30.79219659  4.7550754   4.50503843  8.60368775 11.50806934 11.53408057 11.39717049 10.54398172  9.57690062 34.08026186 23.06001534 23.00210041],0.8387655238584973
32,Pauli,1,4,linear,['Tb'],[6.17],[4.98274034],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Pr' 'Nd' 'Gd' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   1.65  0.25  5.2   7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[23.8021295  18.4204781  20.50384238 29.87855855 24.07777612  7.11367012 21.6252336  31.74356725 36.55765229 10.64861929  6.58707297  4.63219407  6.66916197  7.67051917  9.63192125 10.92190695 13.28424763 31.04515283 31.08086142 23.83056173],0.897180543987329
