fold_id,feature_map_name,feature_map_reps,ansatz_reps,entanglement,element test,actual test,predicted test,element train,actual train,predicted train,R2 train
44,Pauli,1,1,linear,['Nd'],[0.25],[9.23624328],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Pr' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   1.65  5.2   6.17  7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[16.96692455 20.31673562 17.82562569 27.90417207 20.27066756  7.97770839 24.30320439 34.93133138 36.63451051 10.96871653  8.04241829  7.24138012  8.07192509  9.42758403 12.71892161 15.92770563 20.10629972 21.20876344 21.17884905 21.45965684],0.6856200052621064
44,Pauli,1,1,full,['Nd'],[0.25],[11.86461437],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Pr' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   1.65  5.2   6.17  7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[20.98430577 20.00668831 19.3786266  28.68800963 25.00722386 12.7808269  20.38075966 31.40474309 34.41731761 13.40494782 12.40174208 13.08049469 13.75783004 13.9370294  14.95589288 15.25815722 15.70045767 28.79840282 16.35532466 22.00728046],0.6220487500030929
44,Pauli,1,1,circular,['Nd'],[0.25],[11.87246928],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Pr' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   1.65  5.2   6.17  7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[20.97474131 20.0220107  19.4321707  28.7106394  25.0048765  12.78021324 20.36718877 31.40487083 34.38644086 13.42129256 12.40369562 13.08540657 13.76091553 13.93865963 14.95416024 15.25336803 15.69360758 28.78855038 16.35840814 22.00797233],0.622051204818781
44,Pauli,1,2,linear,['Nd'],[0.25],[7.99149913],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Pr' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   1.65  5.2   6.17  7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[20.47005543 17.51825288 16.63412348 26.08257589 20.90078502  8.80669732 21.04042062 34.57365475 33.72048668  9.89438065  7.48692523  5.69241484  5.98090291  6.58326696  8.73592788 10.88886466 13.82723911 27.00353793 22.25886932 21.25020766],0.7829400918814466
44,Pauli,1,2,full,['Nd'],[0.25],[7.5490353],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Pr' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   1.65  5.2   6.17  7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[25.66658123 18.86732262 21.51808156 28.83885273 20.68283559 11.47687389 15.80616839 31.86197265 30.28465262  7.96411989  8.16948998  9.81083493 11.47060602 11.38425637 11.10889593  9.79371337  7.76018529 35.0145039  21.96599592 24.03871061],0.7931343424082011
44,Pauli,1,2,circular,['Nd'],[0.25],[7.56229289],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Pr' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   1.65  5.2   6.17  7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[25.6745296  18.880466   21.50601756 28.83821038 20.69286637 11.46813266 15.80580721 31.88642496 30.31331461  7.95692422  8.1712359   9.80961287 11.46398143 11.37476241 11.09738048  9.78377722  7.75210528 35.01489938 21.93890665 24.04549867],0.7931331845403325
44,Pauli,1,3,linear,['Nd'],[0.25],[8.35654006],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Pr' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   1.65  5.2   6.17  7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[21.05873762 20.45237735 20.46395249 29.25240765 24.19822422  6.19565669 21.34007401 29.84436818 33.90691525  8.8692987   6.20904098  5.92497863  5.79897029  7.04293681  9.42614871 12.20848969 15.35355021 28.27704794 22.21837993 24.13760957],0.8011940542200593
44,Pauli,1,3,full,['Nd'],[0.25],[4.8678803],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Pr' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   1.65  5.2   6.17  7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[25.99723411 16.15055785 23.04378237 31.39620939 23.6687314  12.24978305 16.031245   32.64748695 30.74889574  6.00686837  8.0057573   8.92998632 11.19466757 11.35290947 11.6362416  10.89144644 10.08742278 33.92095847 23.6391     22.70493307],0.8369423799932388
44,Pauli,1,3,circular,['Nd'],[0.25],[5.06337201],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Pr' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   1.65  5.2   6.17  7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[25.70019942 17.85877374 24.06528508 31.10974658 24.03484442 11.78118701 15.94850383 34.09492227 30.9959821   5.60342284  8.28597395  9.31420524 11.08140248 11.16748215 11.21270027 10.49516234  9.61686135 34.10625814 22.69735845 23.62382431],0.832182980863044
44,Pauli,1,4,linear,['Nd'],[0.25],[7.76249341],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Tc' 'Ru' 'Pr' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl'],[23.48 16.16 24.44 37.64 20.98  8.52 22.18 36.19 40.5   1.65  5.2   6.17  7.06  7.82  8.45  8.96  9.75 35.35 38.54 22.09],[24.07662707 18.52506467 21.52035358 30.54605765 25.09124     7.0879782  21.91915491 31.89773244 36.73401724 11.15176171  5.19815933  5.69616253  6.84738985  7.64119116  9.32296047 10.44966413 12.65632946 30.87200055 30.78953091 23.01517265],0.9054484932637288
