fold_id,entanglement,feature_map_reps,ansatz_reps,element test,actual test,predicted test,element train,actual train,predicted train,final_train_loss,final_test_loss,gpu_mem_allocated,gpu_mem_max_allocated
36,circular,3,5,['Gd'],[1],[0],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[1 1 0 0 0 0 1 1 1 0 1 0 0 1 1 1 0 1 0 0],[1 0 0 1 1 0 1 0 0 0 1 1 0 1 0 1 0 0 0 0],0.6507941484451294,0.7717155814170837,,
36,circular,3,6,['Gd'],[1],[0],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[0 1 1 0 0 1 0 1 1 1 0 0 0 1 1 0 0 1 1 0],[0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 1 0 1 1 0],0.6359701156616211,1.120779275894165,,
36,circular,4,1,['Gd'],[1],[0],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[1 1 0 1 1 0 0 0 1 0 0 1 0 0 1 0 0 1 1 1],[1 1 1 0 1 0 0 0 1 1 0 1 1 0 1 0 0 0 1 0],0.6262255907058716,0.8766133785247803,,
36,circular,4,2,['Gd'],[1],[1],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[0 0 1 0 1 0 0 1 1 1 1 1 1 0 1 0 0 0 1 0],[0 1 1 1 1 0 0 1 1 0 1 1 1 0 1 0 0 0 1 1],0.5792793035507202,0.4484853148460388,,
36,circular,4,3,['Gd'],[1],[0],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[1 0 0 0 1 1 1 1 1 1 0 1 1 0 0 0 0 0 0 1],[0 0 0 1 0 0 1 1 1 1 1 1 1 1 0 0 1 0 0 0],0.6509304046630859,0.8261594772338867,,
36,circular,4,4,['Gd'],[1],[1],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[0 0 0 0 1 0 1 1 0 0 1 1 1 0 0 1 0 1 1 1],[0 1 0 1 1 0 1 1 1 0 1 1 1 0 1 1 0 1 1 0],0.595641016960144,0.5635603666305542,,
36,circular,4,5,['Gd'],[1],[1],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[1 1 1 0 0 1 0 0 0 0 1 1 0 1 1 1 0 0 0 1],[0 1 1 0 0 1 0 0 1 1 0 1 0 0 0 0 0 0 0 0],0.723125696182251,0.4990201890468597,,
36,circular,4,6,['Gd'],[1],[1],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[1 0 1 0 0 0 0 0 1 1 0 1 0 1 1 0 1 1 1 0],[1 0 1 0 0 1 1 0 1 1 0 1 1 1 0 0 1 1 0 0],0.6043302416801453,0.6503919363021851,,
36,circular,5,1,['Gd'],[1],[1],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[1 1 1 0 1 1 1 1 0 1 0 0 0 0 0 1 0 1 0 0],[1 0 1 0 0 1 1 1 1 1 0 1 1 0 0 1 1 1 0 1],0.6530871391296387,0.5641471147537231,,
36,circular,5,2,['Gd'],[1],[0],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[1 1 1 0 1 0 0 1 1 1 0 1 0 0 1 0 1 0 0 0],[1 1 1 0 1 0 0 1 1 1 1 1 0 1 1 1 0 1 1 0],0.6278684139251709,0.6988425254821777,,
36,circular,5,3,['Gd'],[1],[0],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[1 1 1 0 0 0 0 1 0 0 0 1 0 1 1 1 1 1 0 0],[1 1 1 0 0 0 0 0 0 0 1 1 0 1 0 0 1 1 1 0],0.6572095155715942,0.7837009429931641,,
36,circular,5,4,['Gd'],[1],[1],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[0 1 0 1 0 1 0 0 1 1 0 1 1 1 0 1 0 0 0 1],[0 1 0 1 1 1 0 0 1 0 0 1 1 1 0 1 0 0 0 1],0.5779699087142944,0.6660086512565613,,
36,circular,5,5,['Gd'],[1],[1],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[1 0 0 1 0 1 1 0 0 0 1 1 1 0 1 1 0 0 0 1],[0 0 0 0 1 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0],0.7118085622787476,0.6234481334686279,,
36,circular,5,6,['Gd'],[1],[1],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[0 1 1 1 1 0 1 1 1 0 0 1 0 1 0 0 0 0 0 1],[0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 0 0 1 0 1],0.6324471831321716,0.6591372489929199,,
36,circular,6,1,['Gd'],[1],[0],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[1 0 0 1 1 1 1 0 0 0 1 0 0 1 0 1 0 1 0 1],[0 0 1 1 1 1 0 1 0 1 0 1 0 0 0 0 0 0 0 0],0.7657839059829712,1.0912891626358032,,
36,circular,6,2,['Gd'],[1],[0],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[0 0 1 1 0 1 0 1 1 0 0 0 0 1 1 0 0 1 1 1],[0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0],0.6735111474990845,0.9473233222961426,,
36,circular,6,3,['Gd'],[1],[0],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[0 0 1 1 1 0 0 0 1 0 0 1 1 0 1 1 0 1 1 0],[0 1 0 0 0 0 0 1 1 1 0 0 1 0 0 0 0 1 1 0],0.6653271317481995,0.9374921321868896,,
36,circular,6,4,['Gd'],[1],[0],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[0 1 1 0 0 1 0 0 1 1 0 1 1 1 0 1 0 1 0 0],[0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0],0.6513403654098511,0.8897378444671631,,
36,circular,6,5,['Gd'],[1],[0],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[0 1 0 0 1 1 0 0 1 1 0 0 0 1 0 1 1 1 1 0],[0 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0],0.6950807571411133,0.9644901752471924,,
36,circular,6,6,['Gd'],[1],[0],['Be' 'Sc' 'Ti' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[1 1 1 0 1 1 1 0 0 0 0 0 1 1 1 0 0 0 0 1],[1 0 1 0 0 1 1 0 0 0 0 1 0 0 1 0 0 0 0 0],0.6372120380401611,0.7897610664367676,,
31,linear,1,1,['Ti'],[0],[0],['Be' 'Sc' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[1 1 1 0 1 1 0 1 0 0 1 1 1 1 0 0 1 0 0 0],[0 1 0 0 1 0 0 1 0 1 1 1 1 1 1 0 1 0 0 0],0.6534016728401184,0.6326738595962524,,
31,linear,1,2,['Ti'],[0],[0],['Be' 'Sc' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[1 1 1 1 0 0 0 1 0 1 0 0 0 1 0 1 1 0 1 1],[1 0 1 1 0 1 0 1 1 1 1 0 0 1 0 1 1 0 1 1],0.6413578391075134,0.6847890019416809,,
31,linear,1,3,['Ti'],[0],[1],['Be' 'Sc' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[0 1 0 1 0 1 1 1 1 0 1 0 0 0 1 1 0 1 1 0],[1 1 0 1 0 1 1 1 1 1 1 0 1 0 1 1 1 1 0 1],0.6252222657203674,0.7686253190040588,,
31,linear,1,4,['Ti'],[0],[0],['Be' 'Sc' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[0 0 1 0 0 1 1 1 1 1 1 0 0 1 1 0 0 1 1 0],[1 1 0 0 0 0 1 1 1 1 0 0 1 0 1 0 0 1 1 1],0.6635059118270874,0.6853347420692444,,
31,linear,1,5,['Ti'],[0],[0],['Be' 'Sc' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[0 0 1 0 1 0 1 1 1 1 0 1 1 0 0 1 1 0 0 1],[0 1 1 0 0 0 1 0 1 1 0 1 1 0 1 1 0 0 0 1],0.5870206356048584,0.5302175283432007,,
31,linear,1,6,['Ti'],[0],[1],['Be' 'Sc' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[1 1 0 1 1 1 1 1 1 0 1 1 0 0 0 1 0 0 0 0],[1 0 0 1 1 1 1 1 1 0 1 1 0 1 1 1 1 0 0 0],0.60151207447052,0.7310227155685425,,
31,linear,2,1,['Ti'],[0],[0],['Be' 'Sc' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[1 0 1 0 0 1 1 1 1 0 0 0 0 1 0 1 1 0 1 1],[1 0 1 1 0 0 1 0 0 0 0 0 1 1 0 1 1 1 1 1],0.6177017092704773,0.4128669202327728,,
31,linear,2,2,['Ti'],[0],[0],['Be' 'Sc' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[1 0 1 1 0 1 0 0 1 0 1 1 1 0 1 0 0 0 1 1],[1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 0 1 0 0 1],0.65082848072052,0.5955901741981506,,
31,linear,2,3,['Ti'],[0],[0],['Be' 'Sc' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[1 0 1 1 0 0 0 0 1 1 0 1 1 0 1 1 0 0 1 1],[1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 0 0 1 1],0.658511757850647,0.5314052104949951,,
31,linear,2,4,['Ti'],[0],[0],['Be' 'Sc' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[0 0 1 1 0 1 1 1 1 0 1 1 0 1 0 1 0 0 0 1],[0 0 1 0 1 1 1 1 1 1 1 1 0 1 0 1 0 1 0 1],0.6194532513618469,0.6864770650863647,,
31,linear,2,5,['Ti'],[0],[0],['Be' 'Sc' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[1 1 1 0 0 1 1 1 0 0 1 0 1 0 0 1 1 0 1 0],[0 1 1 1 0 1 0 1 0 1 1 0 1 1 1 0 1 0 1 0],0.5805783271789551,0.3894530534744262,,
31,linear,2,6,['Ti'],[0],[0],['Be' 'Sc' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[0 1 0 0 1 1 0 0 1 0 1 1 0 0 1 1 1 1 0 1],[1 1 0 1 1 1 0 1 1 0 1 1 1 1 0 1 1 1 1 1],0.5963024497032166,0.6105060577392578,,
31,linear,3,1,['Ti'],[0],[0],['Be' 'Sc' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[1 0 0 0 1 0 0 0 1 1 1 1 0 1 1 1 1 0 0 1],[1 0 0 0 0 0 0 1 0 1 1 0 0 0 0 1 0 1 0 0],0.6895771026611328,0.5646513104438782,,
31,linear,3,2,['Ti'],[0],[0],['Be' 'Sc' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[0 0 1 1 0 0 1 1 1 0 1 0 0 1 1 0 1 1 0 1],[0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0],0.7730936408042908,0.6032763719558716,,
31,linear,3,3,['Ti'],[0],[0],['Be' 'Sc' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[1 1 1 1 1 0 1 0 1 0 0 0 1 0 0 0 0 1 1 1],[1 0 1 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0],0.5969401597976685,0.4472044110298157,,
31,linear,3,4,['Ti'],[0],[1],['Be' 'Sc' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[0 1 0 0 0 1 1 1 1 0 1 0 1 1 0 1 0 1 0 1],[0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0],0.7397099733352661,0.7981919050216675,,
31,linear,3,5,['Ti'],[0],[0],['Be' 'Sc' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[1 0 1 1 1 1 0 0 1 0 0 1 1 0 0 0 1 1 1 0],[1 0 0 0 0 1 1 0 1 0 1 1 1 0 0 1 1 1 1 1],0.627840518951416,0.4547109305858612,,
31,linear,3,6,['Ti'],[0],[0],['Be' 'Sc' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[0 1 0 0 1 1 0 1 1 1 1 0 1 0 0 1 1 1 0 0],[0 0 1 0 1 1 1 1 1 0 0 1 1 0 0 1 1 1 0 0],0.6769421696662903,0.6036590933799744,,
31,linear,4,1,['Ti'],[0],[0],['Be' 'Sc' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[1 1 0 1 1 0 1 1 0 0 1 1 0 0 0 0 1 1 1 0],[1 0 0 0 0 0 1 0 1 1 0 1 0 0 1 0 0 1 1 1],0.6828526854515076,0.5054084658622742,,
31,linear,4,2,['Ti'],[0],[0],['Be' 'Sc' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[0 1 0 0 1 1 1 1 0 1 1 1 1 0 0 0 0 0 1 1],[1 0 1 0 1 1 0 0 0 0 0 1 1 0 0 0 0 0 0 1],0.6538978219032288,0.6747549772262573,,
31,linear,4,3,['Ti'],[0],[0],['Be' 'Sc' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[1 0 1 1 1 1 0 1 0 0 0 1 0 1 0 1 0 1 1 0],[1 0 0 1 1 1 0 1 0 0 0 1 0 1 0 1 0 1 1 0],0.5640862584114075,0.5280541181564331,,
31,linear,4,4,['Ti'],[0],[1],['Be' 'Sc' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[0 1 1 0 1 0 0 0 0 0 1 1 1 0 1 1 1 0 1 1],[1 1 1 1 1 1 0 0 0 0 1 1 0 0 0 1 1 1 1 1],0.613335371017456,0.7904576659202576,,
31,linear,4,5,['Ti'],[0],[0],['Be' 'Sc' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[1 1 1 1 0 1 1 1 1 0 1 0 0 1 0 0 0 0 1 0],[1 1 1 1 0 1 1 1 1 1 0 0 1 1 1 0 0 1 1 0],0.625866174697876,0.4705873727798462,,
31,linear,4,6,['Ti'],[0],[0],['Be' 'Sc' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[0 1 1 1 0 0 1 0 0 0 1 0 1 1 1 1 1 0 1 0],[1 0 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 0 1 0],0.5942345857620239,0.6655594706535339,,
31,linear,5,1,['Ti'],[0],[0],['Be' 'Sc' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[1 0 1 1 0 1 1 1 1 1 0 0 1 0 0 0 1 0 1 0],[0 1 1 0 1 1 1 1 1 1 0 0 1 1 1 1 0 0 1 1],0.6596408486366272,0.5535525679588318,,
31,linear,5,2,['Ti'],[0],[0],['Be' 'Sc' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[0 0 0 1 1 1 0 1 1 1 0 1 0 1 1 1 0 0 0 1],[0 0 0 1 1 0 1 1 1 1 1 1 0 1 1 1 1 0 0 0],0.6365606784820557,0.477459967136383,,
31,linear,5,3,['Ti'],[0],[0],['Be' 'Sc' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[1 1 1 1 0 0 1 0 1 0 1 0 0 1 0 1 1 0 1 0],[1 1 1 1 0 1 1 1 1 1 1 1 0 0 0 1 1 1 1 0],0.6351783871650696,0.518823504447937,,
31,linear,5,4,['Ti'],[0],[0],['Be' 'Sc' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[1 0 1 0 0 1 0 1 0 0 1 1 1 1 1 1 0 0 1 0],[1 0 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1],0.6287818551063538,0.6460694670677185,,
31,linear,5,5,['Ti'],[0],[1],['Be' 'Sc' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[0 0 1 0 1 0 0 1 1 0 1 1 1 1 0 1 1 0 0 1],[0 1 1 1 1 0 0 1 1 0 1 1 1 1 0 1 1 1 1 0],0.6216157674789429,0.7538743019104004,,
31,linear,5,6,['Ti'],[0],[0],['Be' 'Sc' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[1 1 0 1 0 1 1 0 0 1 1 0 0 0 1 1 1 0 0 1],[1 1 0 1 1 1 1 0 0 1 1 0 1 1 1 1 1 1 0 1],0.6064648628234863,0.665902316570282,,
31,linear,6,1,['Ti'],[0],[0],['Be' 'Sc' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[0 0 1 0 1 1 1 1 1 0 0 0 1 1 1 1 1 0 0 0],[0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 1 1 0 0 0],0.7039312720298767,0.4525366127490997,,
31,linear,6,2,['Ti'],[0],[1],['Be' 'Sc' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[0 0 1 0 1 0 1 0 0 1 1 1 0 0 1 1 0 1 1 1],[0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1],0.7295697927474976,0.8654554486274719,,
31,linear,6,3,['Ti'],[0],[0],['Be' 'Sc' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[1 0 1 0 1 1 1 1 0 1 1 0 0 1 1 0 0 0 1 0],[0 0 0 0 0 1 1 0 0 0 1 0 1 0 0 0 0 0 1 0],0.6792146563529968,0.5060867667198181,,
31,linear,6,4,['Ti'],[0],[1],['Be' 'Sc' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[0 1 0 0 0 1 0 1 1 1 1 1 0 1 1 0 1 1 0 0],[0 0 0 0 1 1 1 1 0 0 1 0 0 1 1 0 0 1 0 0],0.6899513006210327,0.7579547762870789,,
31,linear,6,5,['Ti'],[0],[0],['Be' 'Sc' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[0 1 0 0 1 1 1 0 1 1 0 1 1 1 0 1 0 0 0 1],[0 1 0 0 1 1 1 0 1 0 0 0 1 1 0 1 0 1 0 0],0.6158341765403748,0.418183296918869,,
31,linear,6,6,['Ti'],[0],[1],['Be' 'Sc' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[1 0 0 0 1 1 1 1 1 1 0 0 0 1 0 1 0 1 0 1],[1 1 1 1 1 1 1 1 0 1 1 0 0 1 0 1 1 1 0 1],0.6524147391319275,1.0041182041168213,,
31,full,1,1,['Ti'],[0],[0],['Be' 'Sc' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[1 1 0 0 0 0 1 1 1 1 0 1 1 1 1 0 0 0 0 1],[1 1 1 0 0 0 1 1 0 1 1 1 1 1 1 0 0 1 0 1],0.6297048330307007,0.6674898266792297,,
31,full,1,2,['Ti'],[0],[1],['Be' 'Sc' 'Co' 'Zn' 'Y' 'Zr' 'Ru' 'Pr' 'Nd' 'Gd' 'Tb' 'Dy' 'Ho' 'Er' 'Tm' 'Lu' 'Re' 'Os' 'Tl' 'Tc'],[1 1 0 0 0 0 1 1 1 0 0 1 1 1 0 1 1 0 0 1],[1 1 0 0 0 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1],0.6399572491645813,0.8982617855072021,,
